me,code,taxonomy,description,bin.length,GC,prop.gc,coverage,num.contigs,num.features,longest.contig,RP.Inventory.max.55,RP.multiple,BSCG.Inventory.max.51,BSCG.multiple,ASCG.Inventory.max.38,ASCG.multiple,curation.status,completion.status,domain,phylum,class,order,genus,species,misc,drep.filt,drep.set,drep.prim.clust,drep.sec.clust,R1.16,R1.18,R2.16,R2.18,R3.16,R3.18,mean.16,mean.18,afe.mean,afe.median,lower.ci,upper.ci,ci.range,phylum.afe.order,site,sample,cov,rel.abund,gtdb.domain,gtdb.phylum,gtdb.class,gtdb.order,gtdb.family,gtdb.genus,gtdb.species
H3-18-all-fractions_metab_conc_60,H3-18-all-fractions_Actinobacteria_69_17,"Actinobacteria, Actinobacteria, Bacteria",NA,2434605,69.04,0.6904,16.61,143,2713,85565,36,0,36,1,10,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,122,122_1,1.72189927,1.728791422,1.723206075,1.729981757,1.724911525,1.731670875,1.723338956,1.730148018,0.100557284,0.100570077,0.099744818,0.10188244,0.002137622,870,H,H3-18,1.339951067,0.010675889,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__3-1-20CM-4-69-9,s__
H3-16-all-fractions_metab_conc_121,H3-16-all-fractions_Actinobacteria_69_0,"Actinobacteria, Actinobacteria, Bacteria",NA,2396383,69.14,0.6914,0,138,2699,86333,20,2,23,2,12,4,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,122,122_1,1.72195452,1.728851183,1.723255224,1.730088143,1.724978671,1.731761991,1.723396138,1.730233773,0.100963812,0.100988908,0.100094806,0.101946015,0.00185121,865,H,H3-16,1.266195387,0.007999596,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__3-1-20CM-4-69-9,s__
H1-18-all-fractions_metab_conc_87,H1-18-all-fractions_Actinobacteria_69_27,"Actinobacteria, Actinobacteria, Bacteria",NA,2497852,69.1,0.691,27.29,107,2764,100979,48,3,49,5,12,2,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,122,122_1,1.721945958,1.728857499,1.723245139,1.730082432,1.724985936,1.731762907,1.723392344,1.730234279,0.101052732,0.101052594,0.100000635,0.102166382,0.002165747,866,H,H1-18,2.042381211,0.014874333,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__3-1-20CM-4-69-9,s__
H2-16-all-fractions_metab_conc_52,H2-16-all-fractions_Actinobacteria_70_18,"Actinobacteria, Actinobacteria, Bacteria",NA,3276955,70.35,0.7035,17.63,246,3590,52848,33,2,34,3,11,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,158,158_1,1.732650073,1.741421144,1.737476956,1.743038607,1.737588063,1.743805972,1.735905031,1.742755241,0.101103479,0.100447547,0.08147906,0.128855572,0.047376512,647,H,H2-16,0.92703997,0.005638292,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
H1-16-all-fractions_metab_conc_16,H1-16-all-fractions_Actinobacteria_69_17,"Actinobacteria, Actinobacteria, Bacteria",NA,2546843,69.09,0.6909,16.89,136,2857,124475,42,1,45,0,11,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,122,122_1,1.721913516,1.728843422,1.723220621,1.730088486,1.724946633,1.731759426,1.723360257,1.730230445,0.101491723,0.101471746,0.100531493,0.102439769,0.001908275,861,H,H1-16,2.292541946,0.017064223,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__3-1-20CM-4-69-9,s__
H2-18-all-fractions_metab_conc_34,H2-18-all-fractions_Actinobacteria_69_14,"Actinobacteria, Actinobacteria, Bacteria",NA,3126968,68.98,0.6898,14.19,336,3587,43126,43,7,46,7,11,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,122,122_2,1.721855318,1.728744693,1.723164532,1.730297205,1.72488821,1.731858783,1.723302687,1.730300227,0.103323671,0.103356001,0.1018439,0.105360398,0.003516498,126,H,H2-18,1.79175934,0.010517313,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__3-1-20CM-4-69-9,s__
H1-18-all-fractions_conc_3,H1-18-all-fractions_Bacteria_68_14,Bacteria,NA,4313864,68.42,0.6842,14.27,438,4328,70699,35,1,35,1,12,0,Uncurated genome,partial,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,283,283_0,1.721484802,1.727100817,1.72290563,1.730716753,1.724504831,1.732065469,1.722965088,1.729961013,0.103361035,0.103351453,0.083037252,0.115398424,0.032361172,408,H,H1-18,1.113870402,0.008112138,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__,s__
H3-18-all-fractions_metab_conc_100,H3-18-all-fractions_Actinobacteria_71_31,"Actinobacteria, Actinobacteria, Bacteria",NA,3567183,70.82,0.7082,30.64,652,4151,73190,48,1,47,5,12,2,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,159,159_2,1.723422472,1.729430017,1.724490878,1.732160448,1.726349824,1.733842618,1.724754391,1.731811028,0.104297276,0.10414422,0.088729894,0.1132074,0.024477506,130,H,H3-18,2.084802127,0.016610394,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
H3-16-all-fractions_metab_conc_62,H3-16-all-fractions_Actinobacteria_71_0,"Actinobacteria, Actinobacteria, Bacteria",NA,3476950,70.81,0.7081,0,627,4090,33697,40,0,41,3,12,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,159,159_1,1.723439007,1.729433064,1.724516159,1.732200979,1.726347334,1.733821964,1.7247675,1.731818669,0.104309297,0.104062723,0.088529809,0.11343082,0.02490101,129,H,H3-16,2.810304863,0.017755003,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
H2-16-all-fractions_metab_conc_11,H2-16-all-fractions_Mycobacterium_smegmatis_66_17,"Mycobacterium smegmatis, Mycobacterium, Corynebacteriales, Actinobacteria, Actinobacteria, Bacteria",NA,6821366,65.62,0.6562,16.65,446,7164,87182,50,0,49,1,13,4,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacterium,Mycobacteriumsmegmatis,Bacteria,1,NA,187,187_1,1.723717662,1.735382413,1.733169363,1.736509137,1.730147231,1.736095856,1.729011419,1.735995802,0.104537438,0.10281548,0.049046079,0.172241437,0.123195358,643,H,H2-16,1.158104514,0.007043635,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__
H2-18-all-fractions_metab_21,H2-18-all-fractions_Actinobacteria_69_10,"Actinobacteria, Actinobacteria, Bacteria",NA,2527833,69.18,0.6918,9.66,744,3097,16849,46,5,48,7,10,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,134,134_1,1.721778648,1.727720717,1.723481553,1.731565043,1.72482015,1.73250207,1.723360117,1.730595943,0.106645949,0.106872343,0.087844302,0.119383824,0.031539521,791,H,H2-18,0.782571083,0.004593555,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
H1-18-all-fractions_metab_conc_71,H1-18-all-fractions_Actinobacteria_71_26,"Actinobacteria, Actinobacteria, Bacteria",NA,1950784,71.19,0.7119,25.7,100,2243,118024,24,1,31,1,12,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,118,118_0,1.723797754,1.731385298,1.724815448,1.732025096,1.726603897,1.733933068,1.725072366,1.732447821,0.108827864,0.108830027,0.106399284,0.112042338,0.005643054,125,H,H1-18,0.711175874,0.005179379,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__Palsa-739,s__
H3-16-all-fractions_metab_147,H3-16-all-fractions_Actinobacteria_71_0,"Actinobacteria, Actinobacteria, Bacteria",NA,8648811,70.81,0.7081,0,1669,8995,40831,33,11,33,14,13,5,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,223,223_0,1.72221402,1.728803467,1.72309095,1.731680917,1.726093386,1.733432991,1.723799452,1.731305792,0.11090377,0.110842442,0.097392712,0.126895991,0.029503279,114,H,H3-16,1.003020371,0.006336903,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Streptomycetales,f__Catenulisporaceae,g__Catenulispora,s__
H1-18-all-fractions_conc_96,H1-18-all-fractions_Pseudonocardiales_70_16,"Pseudonocardiales, Actinobacteria, Actinobacteria, Bacteria",NA,5967540,70.06,0.7006,16.01,106,5729,300031,31,0,49,1,12,1,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,unknown,unknown,unknown,1,1,221,221_0,1.72231984,1.731578642,1.7237877,1.732118371,1.725016724,1.729970742,1.723708088,1.731222585,0.110984645,0.110967437,0.073101064,0.136835984,0.06373492,111,H,H1-18,0.055430963,0.000403695,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Pseudonocardiaceae,g__Actinophytocola,s__
H1-18-all-fractions_metab_conc_105,H1-18-all-fractions_Acidobacteria_57_8,"Acidobacteria, Bacteria",NA,3973080,56.58,0.5658,8.35,528,3894,69193,36,1,36,3,8,0,Uncurated genome,partial,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,1,21,21_0,1.71168495,1.720416363,1.716280117,1.723132189,1.716319485,1.723444713,1.714761518,1.722331088,0.112333529,0.112339536,0.101601196,0.129815272,0.028214076,18,H,H1-18,0.781075118,0.005688444,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__,s__
H1-18-all-fractions_conc_125,H1-18-all-fractions_Pseudonocardiales_71_10,"Pseudonocardiales, Actinobacteria, Actinobacteria, Bacteria",NA,10371010,70.62,0.7062,9.54,836,9782,83704,30,3,47,3,12,3,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,unknown,unknown,unknown,1,1,220,220_0,1.723358102,1.728452722,1.724186803,1.734417871,1.726545706,1.734598992,1.724696871,1.732489862,0.115048812,0.115015069,0.0752488,0.151042788,0.075793988,112,H,H1-18,0.174415494,0.00127024,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Pseudonocardiaceae,g__Actinophytocola,s__
H2-16-all-fractions_metab_conc_16,H2-16-all-fractions_Bacteria_60_11,Bacteria,NA,6104098,60.28,0.6028,11.27,280,5014,103191,50,2,51,3,11,2,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,36,36_1,1.717668458,1.728175658,1.720713724,1.727876549,1.722912212,1.7286076,1.720431465,1.728219936,0.115905475,0.115214141,0.084130053,0.15568207,0.071552017,383,H,H2-16,1.017838747,0.006190533,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__UBA7656,f__UBA7656,g__,s__
H2-16-all-fractions_metab_106,H2-16-all-fractions_Hyalangium_minutum_69_10,"Hyalangium minutum, Hyalangium, Myxococcales, Deltaproteobacteria, Proteobacteria, Bacteria",NA,8189456,69.07,0.6907,10.08,1260,7784,47147,44,4,47,9,14,3,Uncurated genome,near complete,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Hyalangium,Hyalangiumminutum,Bacteria,1,NA,60,60_1,1.738472553,1.743151199,1.734150713,1.74255306,1.734088338,1.744891917,1.735570535,1.743532058,0.116026672,0.116763316,0.06850225,0.158580184,0.090077933,1460,H,H2-16,0.801664519,0.004875754,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__Hyalangium,s__
H2-18-all-fractions_metab_conc_62,H2-18-all-fractions_Actinobacteria_69_13,"Actinobacteria, Actinobacteria, Bacteria",NA,4197783,68.99,0.6899,13.18,253,4158,78360,33,3,32,2,12,1,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,112,112_0,1.721806033,1.729067474,1.723182925,1.73188108,1.724901819,1.733305757,1.723296926,1.731418104,0.119799662,0.119952917,0.107347144,0.128483592,0.021136448,100,H,H2-18,1.09008844,0.006398628,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-465,s__
H1-16-all-fractions_metab_conc_1,H1-16-all-fractions_Actinobacteria_71_32,"Actinobacteria, Actinobacteria, Bacteria",NA,3190104,70.8,0.708,31.66,310,3471,63763,48,1,51,2,13,3,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,145,145_0,1.723428157,1.731400982,1.724447683,1.732608853,1.726233307,1.734589071,1.724703049,1.732866302,0.120421685,0.12047959,0.11775615,0.123211491,0.005455341,103,H,H1-16,3.693191001,0.027489763,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__,s__
H3-16-all-fractions_metab_64,H3-16-all-fractions_Bacteria_55_0,Bacteria,NA,4186398,55.46,0.5546,0,1140,4466,17372,44,5,42,9,9,2,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,185,185_0,1.711540199,1.719566207,1.714444332,1.722760044,1.714850337,1.723079509,1.713611623,1.72180192,0.121659195,0.121631066,0.119335522,0.123433577,0.004098054,392,H,H3-16,0.329170869,0.002079643,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA3939,s__
H2-16-all-fractions_metab_conc_137,H2-16-all-fractions_Bacteria_60_16,Bacteria,NA,2790374,60.09,0.6009,16.49,465,2927,23452,40,2,38,4,14,4,Uncurated genome,partial,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,88,88_1,1.717042244,1.73065348,1.726766828,1.730535075,1.723251203,1.730504128,1.722353425,1.730564228,0.123370278,0.12132575,0.055538658,0.20174659,0.146207932,382,H,H2-16,1.251670914,0.007612709,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__UBA10450,g__,s__
H3-16-all-fractions_metab_148,H3-16-all-fractions_Actinobacteria_72_0,"Actinobacteria, Actinobacteria, Bacteria",NA,4173845,71.81,0.7181,0,178,4370,240573,36,1,37,4,13,3,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,152,152_0,1.72312693,1.732886291,1.723625575,1.719750763,1.727032505,1.745712003,1.724595004,1.732783019,0.123617825,0.120854604,-0.057224157,0.275319103,0.332543261,93,H,H3-16,1.310859585,0.008281776,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__,s__
H3-16-all-fractions_metab_conc_6,H3-16-all-fractions_RIF_CHLX_71_0,"RIF-CHLX, Bacteria",NA,2561237,71.25,0.7125,0,237,2615,89352,17,0,21,1,9,1,Uncurated genome,partial,Bacteria,RIF-CHLX,unknown,unknown,unknown,unknown,unknown,1,1,93,93_0,1.723187481,1.731258526,1.72444384,1.733447756,1.726291492,1.734773463,1.724640938,1.733159915,0.125775984,0.125735088,0.119224351,0.132907683,0.013683332,355,H,H3-16,0.893174482,0.005642916,d__Bacteria,p__Chloroflexota_A,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__,s__
H2-16-all-fractions_metab_conc_5,H2-16-all-fractions_Streptomyces_sviceus_71_22,"Streptomyces sviceus, Streptomyces, Streptomycetales, Actinobacteria, Actinobacteria, Bacteria",NA,9032007,70.56,0.7056,21.71,658,8781,63575,29,3,32,3,12,2,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomyces,Streptomycessviceus,Bacteria,1,1,190,190_1,1.734324205,1.745456572,1.735264688,1.748070915,1.736954487,1.739160557,1.73551446,1.744229348,0.127496869,0.127819306,0.032329113,0.187853092,0.155523978,72,H,H2-16,1.122494657,0.006827054,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp001746295
H2-16-all-fractions_metab_121,H2-16-all-fractions_Acidobacteria_65_12,"Acidobacteria, Bacteria",NA,4992368,64.76,0.6476,12.07,439,4495,65147,50,2,50,2,11,1,Uncurated genome,near complete,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,1,266,266_0,1.722974818,1.735895431,1.726929255,1.734698186,1.728699682,1.734153666,1.726201252,1.734915761,0.129554952,0.128491341,0.080300207,0.190865107,0.1105649,3,H,H2-16,0.8901687,0.005414039,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__,s__
H3-18-all-fractions_metab_conc_57,H3-18-all-fractions_Acidobacteria_56_18,"Acidobacteria, Bacteria",NA,5287506,55.83,0.5583,17.84,35,4518,366206,49,1,51,1,13,1,Uncurated genome,near complete,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,1,41,41_1,1.711542689,1.722510946,1.71477467,1.721231875,1.716086713,1.725402193,1.714134691,1.723048338,0.132018749,0.132333683,0.095829105,0.163083405,0.0672543,8,H,H3-18,2.949810832,0.02350224,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Gp1-AA112,g__,s__
H2-18-all-fractions_metab_conc_82,H2-18-all-fractions_Actinobacteria_69_16,"Actinobacteria, Actinobacteria, Bacteria",NA,2533234,68.91,0.6891,15.86,173,2794,89096,41,0,48,1,11,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,110,110_1,1.726836231,1.73854358,1.724788805,1.718111118,1.724737018,1.746104951,1.725454018,1.734253217,0.133171856,0.129804899,-0.098546559,0.315348656,0.413895215,175,H,H2-18,0.000780412,4.58E-06,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__,s__
H3-16-all-fractions_metab_47,H3-16-all-fractions_Bacteria_61_0,Bacteria,NA,6372060,61.19,0.6119,0,44,5019,583590,41,2,45,1,13,0,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,271,271_0,1.714474032,1.723934022,1.717461609,1.726300501,1.718700143,1.727425428,1.716878595,1.72588665,0.133393539,0.133533062,0.129204265,0.140429087,0.011224822,388,H,H3-16,2.308947785,0.014587519,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__QHXQ01,s__
H3-16-all-fractions_metab_92,H3-16-all-fractions_Acidobacteria_56_0,"Acidobacteria, Bacteria",NA,5480446,55.83,0.5583,0,130,4845,597678,49,6,51,5,13,1,Uncurated genome,near complete,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,NA,41,41_1,1.711543821,1.722545227,1.714800375,1.721589849,1.716092981,1.72547427,1.714145726,1.723203115,0.134320316,0.13446684,0.100758687,0.163576172,0.062817485,452,H,H3-16,1.509125425,0.009534384,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Gp1-AA112,g__,s__
H2-16-all-fractions_metab_126,H2-16-all-fractions_Actinobacteria_69_30,"Actinobacteria, Actinobacteria, Bacteria",NA,4566868,69.44,0.6944,29.92,41,4093,738825,45,0,49,0,13,2,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,198,198_0,1.731915393,1.741503751,1.734505605,1.742021488,1.736418051,1.746687336,1.734279683,1.743404191,0.134337685,0.133919984,0.110295889,0.1505362,0.040240312,71,H,H2-16,1.846398196,0.011229863,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Jatrophihabitantaceae,g__Iso899,s__
H2-18-all-fractions_metab_36,H2-18-all-fractions_Geodermatophilales_73_36,"Geodermatophilales, Actinobacteria, Actinobacteria, Bacteria",NA,3894484,72.54,0.7254,36.12,1117,4758,83461,29,3,29,4,10,3,Uncurated genome,partial,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,unknown,unknown,unknown,1,1,226,226_0,1.724423412,1.732858971,1.725317071,1.735241227,1.727307082,1.736656015,1.725682522,1.734918738,0.136067558,0.13624165,0.124522172,0.146420324,0.021898152,83,H,H2-18,4.667543082,0.02739766,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus,s__
H1-16-all-fractions_metab_61,H1-16-all-fractions_Actinobacteria_74_13,"Actinobacteria, Actinobacteria, Bacteria",NA,3929327,73.73,0.7373,13.18,291,3909,91936,41,2,43,5,12,3,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,NA,214,214_1,1.725672256,1.73351909,1.726525831,1.73743994,1.728431202,1.737394947,1.72687643,1.736117992,0.136292175,0.136228872,0.115750036,0.160916372,0.045166336,676,H,H1-16,1.095496493,0.008154179,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__,s__
H2-18-all-fractions_metab_conc_56,H2-18-all-fractions_Bacteria_56_17,Bacteria,NA,7032272,56.46,0.5646,17.18,289,6667,257598,51,1,51,1,13,0,Uncurated genome,near complete,Bacteria,unknown,unknown,unknown,unknown,unknown,unknown,1,1,20,20_1,1.711594504,1.721625156,1.714922245,1.724146524,1.71626993,1.72461518,1.714262226,1.723462286,0.136605779,0.136577026,0.123742241,0.149139434,0.025397192,387,H,H2-18,2.499606066,0.014672249,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__,s__
H3-18-all-fractions_metab_conc_25,H3-18-all-fractions_Acidobacteria_57_11,"Acidobacteria, Bacteria",NA,7713691,57.33,0.5733,11,322,6716,206633,47,19,48,16,11,0,Uncurated genome,megabin,Bacteria,Acidobacteria,unknown,unknown,unknown,unknown,unknown,1,1,24,24_2,1.71228186,1.722073402,1.715545568,1.725068921,1.716870406,1.725369487,1.714899278,1.724170603,0.137514292,0.137585778,0.125980918,0.145527871,0.019546953,6,H,H3-18,1.337993599,0.010660293,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Sulfotelmatobacter,s__Sulfotelmatobacter sp003223595
H1-18-all-fractions_metab_conc_23,H1-18-all-fractions_RIF_CHLX_70_21,"RIF-CHLX, Bacteria",NA,2606019,69.8,0.698,20.5,319,2719,45021,44,3,47,4,11,0,Uncurated genome,near complete,Bacteria,RIF-CHLX,unknown,unknown,unknown,unknown,unknown,1,1,91,91_0,1.721859298,1.730434524,1.723205785,1.733270355,1.725002726,1.734386143,1.723355936,1.732697007,0.13797809,0.137968284,0.126766792,0.148667365,0.021900573,354,H,H1-18,1.222463018,0.008903001,d__Bacteria,p__Chloroflexota_A,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__,s__
H1-16-all-fractions_metab_48,H1-16-all-fractions_Actinobacteria_68_21,"Actinobacteria, Actinobacteria, Bacteria",NA,2498950,67.98,0.6798,21.09,144,2689,175226,44,8,49,11,12,1,Uncurated genome,megabin,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,138,138_0,1.721340945,1.735183732,1.727927263,1.733247277,1.725453696,1.734990213,1.724907301,1.734473741,0.141265303,0.141165767,0.07836681,0.204692284,0.126325474,173,H,H1-16,2.830482556,0.02106831,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__,s__
H2-18-all-fractions_metab_84,H2-18-all-fractions_Actinobacteria_68_115,"Actinobacteria, Actinobacteria, Bacteria",NA,3563963,67.94,0.6794,114.87,20,3670,677951,47,0,49,0,13,0,Uncurated genome,near complete,Bacteria,Actinobacteria,Actinobacteria,unknown,unknown,unknown,unknown,1,1,123,123_1,1.720766581,1.729066173,1.722482692,1.733085913,1.724044853,1.73436813,1.722431375,1.732173406,0.143728393,0.143963406,0.122766363,0.156685037,0.033918674,87,H,H2-18,17.59887632,0.103302319,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__20CM-4-69-9,f__20CM-4-69-9,g__PALSA-600,s__
