isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,L-pyroglutamic acid,Amino acids,0.6003755280445334,0.059141896477440795,7.880918049724831e-9,2.9250292079051177e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,L-pyroglutamic acid,Amino acids,0.6039648305839763,0.06675814161990028,9.427484068332396e-9,2.8678866042873365e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,L-pyroglutamic acid,Amino acids,0.44930471252647247,0.0936332990905306,1.4063054783455621e-8,1.0555452332689319e-8
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,L-pyroglutamic acid,Amino acids,0.5954165559638623,0.057358786836309,7.4187740386141915e-9,3.299230824956464e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,L-pyroglutamic acid,Amino acids,0.47497053757304586,0.08025163578775912,1.232332381654414e-8,5.864362917283696e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,L-pyroglutamic acid,Amino acids,0.5326741842754911,0.06423602730114092,8.888168441152723e-9,3.6676543179740404e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,L-pyroglutamic acid,Amino acids,0.5301341043349523,0.04853437657435334,6.176799849140971e-9,3.3510557536517022e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,L-pyroglutamic acid,Amino acids,0.5974679951682798,0.050794423940654726,6.229942167936855e-9,2.921964274569967e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,L-pyroglutamic acid,Amino acids,0.4678248891483036,0.060770783198298844,8.372176915661241e-9,5.809268811519694e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,L-pyroglutamic acid,Amino acids,0.4626439022006894,0.08396817614039166,1.3224385990731475e-8,6.966195219012425e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,L-pyroglutamic acid,Amino acids,0.494058435888335,0.07799024558017667,1.1064141001343347e-8,5.5253889897892624e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,L-pyroglutamic acid,Amino acids,0.4655422582354688,0.09605612976475023,1.571733281963089e-8,7.72390373939587e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,L-pyroglutamic acid,Amino acids,0.523478639353672,0.11908418577083638,1.9501134574783545e-8,6.535642481831586e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,L-pyroglutamic acid,Amino acids,0.5360373563112634,0.06432069959956502,8.54635937262038e-9,3.254794920228817e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,L-pyroglutamic acid,Amino acids,0.5980111543566676,0.05513999689826415,7.2993479121051205e-9,2.3617896779350145e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,L-pyroglutamic acid,Amino acids,0.5619466983109229,0.06106573605162728,7.891924444277813e-9,4.1023888631088175e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,L-pyroglutamic acid,Amino acids,0.5606929128389727,0.05545725772960082,7.222042350759239e-9,3.5726324120498835e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,L-pyroglutamic acid,Amino acids,0.5967984465097987,0.05522340077737916,6.870728585512558e-9,3.4293237949243257e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,L-pyroglutamic acid,Amino acids,0.5265663789798167,0.1415246511659154,2.3362588923939323e-8,7.538868378887097e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,L-pyroglutamic acid,Amino acids,0.44014542681976776,0.06385171678292757,8.354427966202964e-9,7.81729200541415e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,L-pyroglutamic acid,Amino acids,0.4629771794920321,0.05191303295556489,6.19359875294518e-9,6.136281572732575e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,L-pyroglutamic acid,Amino acids,0.48722414025052824,0.0594588872557829,8.209080080124565e-9,5.302752354629802e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,L-pyroglutamic acid,Amino acids,0.40452579770539987,0.0365504326386125,4.313012712493756e-9,5.090712372600102e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,L-pyroglutamic acid,Amino acids,0.5345516326659467,0.06306713768808131,8.42773575282437e-9,3.62048315969865e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,L-pyroglutamic acid,Amino acids,0.32342762669431147,0.07831502270870619,9.765017905033507e-9,1.7267574579319948e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,L-pyroglutamic acid,Amino acids,0.5214322910108349,0.17777018134241013,5.461287685317755e-8,1.1758951002254652e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,L-pyroglutamic acid,Amino acids,0.5924089592158867,0.04926403768610434,6.012509368877056e-9,2.9249489585149468e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,L-pyroglutamic acid,Amino acids,0.46029912955542096,0.05792493732310058,7.506072198098505e-9,6.071361737160151e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,L-pyroglutamic acid,Amino acids,0.5941758568368957,0.045909439476155,5.503263911789896e-9,2.8608053163638584e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,L-pyroglutamic acid,Amino acids,0.5958690120931276,0.05273000732977694,6.404041497458574e-9,3.2975398028506014e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,L-pyroglutamic acid,Amino acids,0.5798408504759516,0.02518724318285411,2.7246567022369033e-9,1.7227302465247404e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,L-pyroglutamic acid,Amino acids,0.5909131380492585,0.03540826783202654,4.180290818119798e-9,1.7436682671538766e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,L-pyroglutamic acid,Amino acids,0.4842543458151302,0.3273444689415993,6.992567123489903e-8,2.6333003514757618e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,L-pyroglutamic acid,Amino acids,0.3958558003862797,0.06289803945912953,8.503666389534876e-9,9.404029556105231e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,L-pyroglutamic acid,Amino acids,0.4056174897551392,0.03512431371866484,4.094707888557478e-9,5.116028250962433e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,L-tyrosine ,Amino acids,0.7034472348340068,0.06294731735304335,7.916864648045099e-9,2.2037613408880144e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,L-tyrosine ,Amino acids,0.4519650023202595,0.1671098621560747,3.2388174111187707e-8,2.022506325489416e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,L-tyrosine ,Amino acids,0.5636849810888653,0.11039686389376537,1.5672674672405772e-8,7.40405569343619e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,L-tyrosine ,Amino acids,0.701550185798727,0.05963106972845224,7.471423119586719e-9,2.2177293686121885e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,L-tyrosine ,Amino acids,0.7016659313868491,0.06191449802985268,7.902366717431106e-9,2.2615521097678617e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,L-tyrosine ,Amino acids,0.7054835442838951,0.07446258590129645,9.456835532357261e-9,2.680562358316841e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,L-tyrosine ,Amino acids,0.524325744549155,0.09572489297275186,1.4167043377910045e-8,8.291558328591136e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,L-tyrosine ,Amino acids,0.6966260289976731,0.05912762027604365,7.430851300825316e-9,2.3109475070904907e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,L-tyrosine ,Amino acids,0.5543858457162223,0.08844098880454929,1.2346695421938527e-8,6.05982754289634e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,L-tyrosine ,Amino acids,0.622275903873713,0.06859824536523473,8.89872858709289e-9,3.45914598672243e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,L-tyrosine ,Amino acids,0.6198191568774671,0.05054197972710361,6.18445845666725e-9,2.7672035167265974e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,L-tyrosine ,Amino acids,0.6989127694337978,0.0516232619468297,6.2393015898979e-9,2.0109656936388967e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,L-tyrosine ,Amino acids,0.5465474718637175,0.06334123763857977,8.389941146366835e-9,4.808119346329166e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,L-tyrosine ,Amino acids,0.5398525370778717,0.0937381798154385,1.3265830658790944e-8,7.032307860812869e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,L-tyrosine ,Amino acids,0.5766430106657436,0.08251305945857493,1.1086219039840408e-8,5.128426017838186e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,L-tyrosine ,Amino acids,0.5430988201319937,0.10842611068421423,1.576902298981403e-8,8.014688668482441e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,L-tyrosine ,Amino acids,0.6106035219364633,0.13202427609532877,1.9564699726515697e-8,6.873286442020409e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,L-tyrosine ,Amino acids,0.6260483769186215,0.0669873749209519,8.553432274220982e-9,3.1513742049840516e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,L-tyrosine ,Amino acids,0.6992484537140733,0.059465131837508386,7.306010566989935e-9,2.1784694364479175e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,L-tyrosine ,Amino acids,0.6566702400142816,0.06193931608945366,7.909115920551195e-9,2.889593317999721e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,L-tyrosine ,Amino acids,0.6554047193620014,0.05824037428715311,7.235749788942258e-9,2.7940368705660127e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,L-tyrosine ,Amino acids,0.697935045202573,0.056207998599627704,6.8902597235995175e-9,2.2775914725833962e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,L-tyrosine ,Amino acids,0.614111552619626,0.15675159148166265,2.3437470290064068e-8,8.036150310465198e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,L-tyrosine ,Amino acids,0.5140761138554317,0.06220995601146973,8.38353591393147e-9,5.601736051608849e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,L-tyrosine ,Amino acids,0.5411345176502876,0.051898543213594814,6.210283537013036e-9,4.493876050579156e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,L-tyrosine ,Amino acids,0.5690416225848178,0.06566046715354033,8.229937337403526e-9,4.849145604222765e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,L-tyrosine ,Amino acids,0.4731402478208425,0.037168593464806075,4.316802538083183e-9,4.083235313227438e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,L-tyrosine ,Amino acids,0.6244159481306519,0.0643312776817612,8.437428349637447e-9,3.090919068724321e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,L-tyrosine ,Amino acids,0.3777267082174247,0.0759628505420858,9.82104360976136e-9,1.3146711811685014e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,L-tyrosine ,Amino acids,0.6093536069513478,0.2518851964410895,5.586279131815272e-8,1.533937993023016e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,L-tyrosine ,Amino acids,0.6931205379771904,0.04970650555261058,6.032890884253128e-9,2.0895062189474994e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,L-tyrosine ,Amino acids,0.5376298551326956,0.059241237999369,7.531088787162539e-9,4.77529393753373e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,L-tyrosine ,Amino acids,0.6955670276179955,0.04600754374626066,5.510044414299148e-9,1.8414002180163806e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,L-tyrosine ,Amino acids,0.6970948161902912,0.053424093949892774,6.413498147880001e-9,2.186651003066618e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,L-tyrosine ,Amino acids,0.6821328597853511,0.02526846406950021,2.724948145637295e-9,1.1407180495903127e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,L-tyrosine ,Amino acids,0.6926344207546724,0.03586256854138717,4.181258585213594e-9,1.3384176141064024e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,L-tyrosine ,Amino acids,0.5648834562257735,0.43196367345775455,7.036577537641768e-8,3.031150223027448e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,L-tyrosine ,Amino acids,0.4622259224794006,0.06297843731046675,8.54330262552766e-9,7.254331073277896e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,L-tyrosine ,Amino acids,0.4745159348793534,0.03568584556780857,4.102774103747852e-9,3.995217583385052e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,lactic acid,Organic acids,NaN,0.010683653359870869,NaN,4.3398676163130425e-10
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,lactic acid,Organic acids,0.27365403229674956,0.044009393768361944,4.864372154841854e-9,1.1921249001834043e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,lactic acid,Organic acids,0.17636854601614554,0.005186409511949187,1.6230593295718485e-10,8.16727596899418e-10
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,lactic acid,Organic acids,0.47611768770752816,0.022668236650821124,2.2874418575875564e-9,2.465715123643546e-9
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,lactic acid,Organic acids,0.4699081618102163,0.020384968418163577,2.0069852209422523e-9,2.2389386480311055e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,lactic acid,Organic acids,0.47522805870814955,0.02228971721833127,2.2281388943182823e-9,2.423356322001426e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,lactic acid,Organic acids,0.33447775703082216,0.023339244551457278,2.2824402314430693e-9,4.513324130479863e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,lactic acid,Organic acids,0.48480708521564086,0.03140343399032455,3.376224033843353e-9,3.3544875892635238e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,lactic acid,Organic acids,NaN,0.009421362218511344,NaN,9.398227344052773e-10
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,lactic acid,Organic acids,NaN,0.005488679597099526,NaN,4.2845602335102534e-10
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,lactic acid,Organic acids,0.4374369987780123,0.03615030184264917,4.225775685267569e-9,4.424330491534874e-9
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,lactic acid,Organic acids,0.21473877893029425,0.009880595061048216,1.092796250314822e-10,5.835508220202894e-10
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,lactic acid,Organic acids,0.3812717899429096,0.03864683694234076,4.623929179722414e-9,6.176523796647061e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,lactic acid,Organic acids,0.3321201338609199,0.015794341735827847,1.4368147166021137e-9,2.8858529031864135e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,lactic acid,Organic acids,0.28202155997062917,0.006454788911551284,4.1057275395041433e-10,1.045937478057434e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,lactic acid,Organic acids,0.33607005792450695,0.017835987130191286,1.6508333672477022e-9,3.253529122115361e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,lactic acid,Organic acids,0.385846431339214,0.019395466152623983,1.845684022978253e-9,2.9022432818324448e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,lactic acid,Organic acids,0.41930964156456074,0.02116362449060568,2.189611395231334e-9,2.827607044897232e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,lactic acid,Organic acids,0.3291317465760527,0.005530647081686364,2.7911619264814444e-10,5.777462463555266e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,lactic acid,Organic acids,0.31381048197682393,0.00563647933118826,3.2410599295874017e-10,7.116863074632007e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,lactic acid,Organic acids,0.2289707983921809,0.00532776840181973,1.512931926372808e-10,5.622388995966705e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,lactic acid,Organic acids,NaN,0.0063337916489233275,NaN,3.510066991192746e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,lactic acid,Organic acids,0.3685026135692306,0.015185985462018178,1.3299710619249073e-9,2.277649857378856e-9
