isolate,class,phylum,response,mingt,rrn,genomesize,monomer,ontology,BGE,rgrowth,BP,BR
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,pantothenic acid ,Organic acids,0.5921734357166297,0.021298313776922095,2.190312566636182e-9,1.4310490838441291e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,pantothenic acid ,Organic acids,0.527063594855117,0.005529928567694515,2.7904216918278955e-10,2.5929400843911537e-10
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,pantothenic acid ,Organic acids,0.48699204144020247,0.00570563447344907,3.241626835261681e-10,3.472090744912792e-10
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,pantothenic acid ,Organic acids,0.3810632916922,0.009398632103144716,1.512715115725254e-10,4.586538199473279e-10
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,pantothenic acid ,Organic acids,NaN,0.006333305803111207,NaN,2.4892716327664e-10
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,pantothenic acid ,Organic acids,0.5297620084801102,0.015191742020555735,1.3304096636433841e-9,1.1802707297582919e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,pantothenic acid ,Organic acids,NaN,0.008112968176091626,NaN,7.70539398373585e-10
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,pantothenic acid ,Organic acids,0.44911909991834115,0.009526808561628266,7.628426810788411e-10,9.356926739212764e-10
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,pantothenic acid ,Organic acids,0.47719661363013577,0.009727530083140663,7.793695891153752e-10,8.538579823022993e-10
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,pantothenic acid ,Organic acids,0.3788037144496469,0.0077645482141196764,5.789239871091141e-10,9.494968563154703e-10
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,pantothenic acid ,Organic acids,NaN,0.005968009795050979,NaN,3.215346819893455e-10
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,pantothenic acid ,Organic acids,0.3119679280025023,0.01627849240332481,1.4170411419010017e-9,3.1232724640011445e-9
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,pantothenic acid ,Organic acids,0.5392198148238058,0.07522497277148918,9.065413296913806e-9,6.630337759606227e-9
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,pantothenic acid ,Organic acids,0.6708832927620741,0.027151078005457692,2.87647116755157e-9,1.3460417883401287e-9
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,pantothenic acid ,Organic acids,0.39621294244355637,0.006581355684830243,4.500965377855022e-10,6.870341467614681e-10
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,pantothenic acid ,Organic acids,NaN,0.013661395202308439,NaN,4.5804141267271127e-10
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,pantothenic acid ,Organic acids,NaN,0.00854212779917228,NaN,2.9532639517804015e-10
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,pantothenic acid ,Organic acids,0.6432228149641723,0.010981939018608956,9.37474158239573e-10,5.199909070482746e-10
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,pantothenic acid ,Organic acids,0.6798610302010648,0.02210461031896772,2.312106880973172e-9,1.0125458962850054e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,pantothenic acid ,Organic acids,0.46793570194817957,0.08747543022485006,1.1867162575345437e-8,8.803340577942808e-9
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,pantothenic acid ,Organic acids,0.24591159397717866,0.005119895297594499,2.384876077031539e-10,7.605433826069477e-10
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,pantothenic acid ,Organic acids,0.46354264543021373,0.02729787275333089,2.913235874523824e-9,3.1988204896123474e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,arabinose,Sugars,0.5907244129193276,0.022757297955149025,2.321076283901784e-9,1.5603520299079084e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,arabinose,Sugars,0.37621892015009345,0.09830761406239485,1.9905424154461244e-8,1.3773401952531436e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,arabinose,Sugars,0.4739256564258938,0.04874788632201645,5.79449298203711e-9,5.413806199240556e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,arabinose,Sugars,0.5584732696856858,0.012902422497228994,1.150859153285382e-9,9.096059343487927e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,arabinose,Sugars,0.5836943649043099,0.020621868483149678,2.0443025314203675e-9,1.4348574934976802e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,arabinose,Sugars,0.5755979834702507,0.01682648900564144,1.5928819064772191e-9,1.1685232681480246e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,arabinose,Sugars,0.4645487032682227,0.09184598368362862,1.4548516970322793e-8,9.596413391928936e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,arabinose,Sugars,0.6156421970966405,0.0630222554990572,7.909352283911724e-9,3.621737970329708e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,arabinose,Sugars,0.49743815315922085,0.10303837796208472,1.607432291098742e-8,7.188186943161667e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,arabinose,Sugars,0.5563272435043314,0.0804725065381493,1.200090785442685e-8,3.945550268864638e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,arabinose,Sugars,0.47674242922645477,0.010445134113240356,8.774236243979122e-10,9.63034523168677e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,arabinose,Sugars,0.6150716249089137,0.04733637195369716,5.748563658276124e-9,2.687042328818381e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,arabinose,Sugars,0.4827241007445097,0.060505489324458914,8.370596319835098e-9,5.5860001541592366e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,arabinose,Sugars,0.46867476197147606,0.06685626906149703,9.545001149698382e-9,6.288444170533321e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,arabinose,Sugars,0.4967548548660137,0.051136653088937736,6.423673316886018e-9,4.6618465072646026e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,arabinose,Sugars,0.47739089389135236,0.09327049539506937,1.4254192370714871e-8,7.907276686857961e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,arabinose,Sugars,0.5277811349471799,0.08340616948129759,1.2076717267270015e-8,5.425792176630112e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,arabinose,Sugars,0.5188223202523652,0.02122685151191371,2.190181090835975e-9,1.909873355512642e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,arabinose,Sugars,0.6201737006996072,0.06334189280038904,8.691426350328287e-9,2.37217305109716e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,arabinose,Sugars,0.5788153736329043,0.0584587107877634,7.503638712268999e-9,3.792308621709712e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,arabinose,Sugars,0.5786171935010036,0.05473600750670868,7.220740149014119e-9,3.2938273828581236e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,arabinose,Sugars,0.6178798049747133,0.0576607458787997,7.565537886706205e-9,3.0226178191097174e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,arabinose,Sugars,0.5357422085645515,0.112652856293042,1.8062142256551776e-8,6.242308551347391e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,arabinose,Sugars,0.45374898851612305,0.05963475609149889,8.243101124092306e-9,6.656157179859781e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,arabinose,Sugars,0.4697661830628978,0.03950569803544757,4.55735523638103e-9,4.5541918414855005e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,arabinose,Sugars,0.48268478563648104,0.03372374303716037,3.6140048548018066e-9,3.695182493230114e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,arabinose,Sugars,0.4192071104150473,0.03858097194552003,4.579362184636781e-9,5.113145051121739e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,arabinose,Sugars,0.5388019261882171,0.04067416646286485,4.745495166275592e-9,3.3260546556838586e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,arabinose,Sugars,0.3998080142136282,0.11254717493813496,4.126393359244666e-8,1.654955967698685e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,arabinose,Sugars,0.4845287358480134,0.10413730519556444,1.3495139182925282e-8,1.1256888820438541e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,arabinose,Sugars,0.5292213162310323,0.011563812442684321,1.0053860246109699e-9,8.942854726495046e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,arabinose,Sugars,0.41562736416719825,0.01449239783396515,1.3357595168894318e-9,1.8747623805098097e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,arabinose,Sugars,0.6144266528354007,0.04807596622578798,5.7992122936322315e-9,2.7698437149654194e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,arabinose,Sugars,0.6201149010705344,0.06331791167101374,8.409772663551657e-9,2.95042580652597e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,arabinose,Sugars,0.6169411715612664,0.04930386658392166,6.136022074029326e-9,1.7940323399422201e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,arabinose,Sugars,0.6019609891836839,0.026868134549521815,2.9420208441547584e-9,1.660546517562055e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,arabinose,Sugars,0.44400836403033617,0.17131957751001053,3.021859721414447e-8,1.570678712996457e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,arabinose,Sugars,0.4065284330441682,0.06048958410667151,7.996728537453818e-9,8.867050171547244e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,arabinose,Sugars,0.3689166775201242,0.012624076750043456,1.1277142873370644e-9,1.9282426153057534e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,D-ribose,Sugars,0.5907244129193276,0.022757297955149025,2.321076283901784e-9,1.5603520299079084e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,D-ribose,Sugars,0.37621892015009345,0.09830761406239485,1.9905424154461244e-8,1.3773401952531436e-8
Blastococcus sp. URHD0036,Actinobacteria,Actinobacteria,undefined,2.78,8,5177578,D-ribose,Sugars,0.4739256564258938,0.04874788632201645,5.79449298203711e-9,5.413806199240556e-9
Bradyrhizobium sp. URHA0002,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6972827,D-ribose,Sugars,0.5584732696856858,0.012902422497228994,1.150859153285382e-9,9.096059343487927e-10
Bradyrhizobium sp. URHA0013,Alphaproteobacteria,Proteobacteria,positive,5.73,3,7193102,D-ribose,Sugars,0.5836943649043099,0.020621868483149678,2.0443025314203675e-9,1.4348574934976802e-9
Bradyrhizobium sp. URHD0069,Alphaproteobacteria,Proteobacteria,positive,5.32,3,6793945,D-ribose,Sugars,0.5755979834702507,0.01682648900564144,1.5928819064772191e-9,1.1685232681480246e-9
Burkholderia sp. URHA0054,Betaproteobacteria,Proteobacteria,positive,2.43,10,7244804,D-ribose,Sugars,0.4645487032682227,0.09184598368362862,1.4548516970322793e-8,9.596413391928936e-9
Caulobacter sp. URHA0033,Alphaproteobacteria,Proteobacteria,positive,2.9,3,5642219,D-ribose,Sugars,0.6156421970966405,0.0630222554990572,7.909352283911724e-9,3.621737970329708e-9
Cellulomonas sp. URHD0024,Actinobacteria,Actinobacteria,undefined,2.52,8,4210445,D-ribose,Sugars,0.49743815315922085,0.10303837796208472,1.607432291098742e-8,7.188186943161667e-9
Cellulomonas sp. URHE0023,Actinobacteria,Actinobacteria,undefined,3.57,5,4467545,D-ribose,Sugars,0.5563272435043314,0.0804725065381493,1.200090785442685e-8,3.945550268864638e-9
Comamonadaceae bacterium URHA0028,Betaproteobacteria,Proteobacteria,positive,6.24,5,4904121,D-ribose,Sugars,0.47674242922645477,0.010445134113240356,8.774236243979122e-10,9.63034523168677e-10
Dongia sp. URHE0060,Alphaproteobacteria,Proteobacteria,positive,6.09,3,6067264,D-ribose,Sugars,0.6150716249089137,0.04733637195369716,5.748563658276124e-9,2.687042328818381e-9
Flavobacterium sp. URHB0058,Flavobacteria,Bacteroidetes,undefined,3.33,8,5264264,D-ribose,Sugars,0.4827241007445097,0.060505489324458914,8.370596319835098e-9,5.5860001541592366e-9
Geodermatophilaceae bacterium URHA0031,Actinobacteria,Actinobacteria,negative,2.72,9,5236918,D-ribose,Sugars,0.46867476197147606,0.06685626906149703,9.545001149698382e-9,6.288444170533321e-9
Geodermatophilaceae bacterium URHB0048,Actinobacteria,Actinobacteria,negative,3.6,7,4705879,D-ribose,Sugars,0.4967548548660137,0.051136653088937736,6.423673316886018e-9,4.6618465072646026e-9
Geodermatophilaceae bacterium URHB0062,Actinobacteria,Actinobacteria,negative,2.24,9,5093035,D-ribose,Sugars,0.47739089389135236,0.09327049539506937,1.4254192370714871e-8,7.907276686857961e-9
Intrasporangiaceae bacterium URHB0013,Actinobacteria,Actinobacteria,undefined,2.25,6,4567713,D-ribose,Sugars,0.5277811349471799,0.08340616948129759,1.2076717267270015e-8,5.425792176630112e-9
Lysobacter sp. URHA0019,Gammaproteobacteria,Proteobacteria,undefined,5.26,5,3223982,D-ribose,Sugars,0.5188223202523652,0.02122685151191371,2.190181090835975e-9,1.909873355512642e-9
Marmoricola sp. URHB0036,Actinobacteria,Actinobacteria,undefined,3.88,3,4829548,D-ribose,Sugars,0.6201737006996072,0.06334189280038904,8.691426350328287e-9,2.37217305109716e-9
Mesorhizobium sp. URHA0056,Alphaproteobacteria,Proteobacteria,positive,4.7,4,6306952,D-ribose,Sugars,0.5788153736329043,0.0584587107877634,7.503638712268999e-9,3.792308621709712e-9
Mesorhizobium sp. URHB0007,Alphaproteobacteria,Proteobacteria,positive,5.01,4,6069513,D-ribose,Sugars,0.5786171935010036,0.05473600750670868,7.220740149014119e-9,3.2938273828581236e-9
Mesorhizobium sp. URHC0008,Alphaproteobacteria,Proteobacteria,positive,5.12,3,7106298,D-ribose,Sugars,0.6178798049747133,0.0576607458787997,7.565537886706205e-9,3.0226178191097174e-9
Microbacterium sp. URHA0036,Actinobacteria,Actinobacteria,undefined,1.82,6,4034872,D-ribose,Sugars,0.5357422085645515,0.112652856293042,1.8062142256551776e-8,6.242308551347391e-9
Micromonosporaceae bacterium URHE0070,Actinobacteria,Actinobacteria,negative,4.16,10,7372737,D-ribose,Sugars,0.45374898851612305,0.05963475609149889,8.243101124092306e-9,6.656157179859781e-9
Mycobacterium sp. URHB0044,Actinobacteria,Actinobacteria,positive,4.36,8,7485871,D-ribose,Sugars,0.4697661830628978,0.03950569803544757,4.55735523638103e-9,4.5541918414855005e-9
Mycobacterium sp. URHD0025,Actinobacteria,Actinobacteria,positive,3.83,7,6657122,D-ribose,Sugars,0.48268478563648104,0.03372374303716037,3.6140048548018066e-9,3.695182493230114e-9
Nocardioides sp. URHA0020,Actinobacteria,Actinobacteria,undefined,6.28,12,4684622,D-ribose,Sugars,0.4192071104150473,0.03858097194552003,4.579362184636781e-9,5.113145051121739e-9
Nocardioides sp. URHA0032,Actinobacteria,Actinobacteria,undefined,4.82,5,4560838,D-ribose,Sugars,0.5388019261882171,0.04067416646286485,4.745495166275592e-9,3.3260546556838586e-9
Paenibacillus sp. URHA0014,Bacilli,Firmicutes,negative,1.43,23,7371174,D-ribose,Sugars,0.3998080142136282,0.11254717493813496,4.126393359244666e-8,1.654955967698685e-8
Pseudomonas sp. URHB0015,Gammaproteobacteria,Proteobacteria,positive,0.96,8,6208105,D-ribose,Sugars,0.4845287358480134,0.10413730519556444,1.3495139182925282e-8,1.1256888820438541e-8
Rhodospirillales bacterium URHD0017,Alphaproteobacteria,Proteobacteria,positive,7.05,3,8179139,D-ribose,Sugars,0.5292213162310323,0.011563812442684321,1.0053860246109699e-9,8.942854726495046e-10
Rhodospirillales bacterium URHD0088,Alphaproteobacteria,Proteobacteria,undefined,7.49,9,6646877,D-ribose,Sugars,0.41562736416719825,0.01449239783396515,1.3357595168894318e-9,1.8747623805098097e-9
Solirubrobacter sp. URHD0082,Thermoleophilia,Actinobacteria,negative,6.11,3,6640086,D-ribose,Sugars,0.6144266528354007,0.04807596622578798,5.7992122936322315e-9,2.7698437149654194e-9
Solirubrobacterales bacterium URHD0059,Thermoleophilia,Actinobacteria,negative,4.74,3,6572728,D-ribose,Sugars,0.6201149010705344,0.06331791167101374,8.409772663551657e-9,2.95042580652597e-9
Sphingomonas sp. URHD0007,Alphaproteobacteria,Proteobacteria,positive,6.3,3,2934896,D-ribose,Sugars,0.6169411715612664,0.04930386658392166,6.136022074029326e-9,1.7940323399422201e-9
Sphingomonas sp. URHD0057,Alphaproteobacteria,Proteobacteria,positive,6.78,3,2785891,D-ribose,Sugars,0.6019609891836839,0.026868134549521815,2.9420208441547584e-9,1.660546517562055e-9
Staphylococcus sp. URHA0057,Bacilli,Firmicutes,undefined,0.75,13,2549675,D-ribose,Sugars,0.44400836403033617,0.17131957751001053,3.021859721414447e-8,1.570678712996457e-8
Streptomyces sp. URHA0041,Actinobacteria,Actinobacteria,positive,4.04,14,8015544,D-ribose,Sugars,0.4065284330441682,0.06048958410667151,7.996728537453818e-9,8.867050171547244e-9
Variovorax sp. URHB0020,Betaproteobacteria,Proteobacteria,positive,8.33,12,6632341,D-ribose,Sugars,0.3689166775201242,0.012624076750043456,1.1277142873370644e-9,1.9282426153057534e-9
Acidobacteriaceae bacterium URHE0068,Acidobacteria,Acidobacteria,positive,7.0,3,6679185,xylose,Sugars,0.5907244128953428,0.02275728498473187,2.3210762821533856e-9,1.5603508972331036e-9
Bacillus sp. URHB0009,Bacilli,Firmicutes,negative,1.31,20,5377210,xylose,Sugars,0.37621891997133317,0.0983076001775066,1.9905424074772152e-8,1.3773400234682478e-8
